name	degree	betweenness_centrality	closeness_centrality	eigenvector_centrality	Abundance	module	z	p	taxa_roles
otu2574	345	196.25	9.8928212161592e-05	0.903715593481117	NA	M2	1.00213253978753	0	Peripheral nodes
otu2575	143	697.666666666667	8.88924843703684e-05	0.338476406799934	NA	M2	-0.709223414518273	0.1877842437283	Peripheral nodes
otu2576	334	117.333333333333	9.89088097664285e-05	0.849846952003417	NA	M2	0.915381777126865	0	Peripheral nodes
otu2577	311	543.259523809524	9.84632820646634e-05	0.824302202935577	NA	M2	0.733993818836388	0	Peripheral nodes
otu2580	6	0	9.6991631997481e-05	0.00227505996837704	NA	M10	-1.22572584461365	0.277777777777778	Peripheral nodes
otu2581	100	518.716666666667	0.000103515344831227	0.17876317418794	NA	M2	-0.953702836561959	0.0582	Peripheral nodes
otu2583	340	1491.26217948718	9.88073663777991e-05	0.855774533977168	NA	M2	0.95481394197262	0.00586505190311415	Peripheral nodes
otu2584	50	67.75	8.66084495489133e-05	0.111617288435101	NA	M2	-1.34802448501952	0.1128	Peripheral nodes
otu2585	6	1264	5.74409605690074e-05	5.09152012316007e-18	0.911936493648311	M6	-0.550770588801254	0	Peripheral nodes
otu2586	330	274.65	9.89389522323341e-05	0.836551774733096	NA	M2	0.875949612281109	0.00604224058769509	Peripheral nodes
otu2587	295	630.654761904762	9.82139630414885e-05	0.75171607657873	NA	M2	0.60781089132997	0	Peripheral nodes
otu2588	1	0	7.32407688003872e-05	1.72290619776631e-05	NA	M30	-1.35169067066875	0	Peripheral nodes
otu2589	329	685.313936063936	9.89411291730267e-05	0.861630657339453	NA	M2	0.875949612281109	0	Peripheral nodes
otu2590	190	1548.7432900433	0.000104661664533315	0.483993996564821	NA	M2	-0.243923869338355	0.0310803324099723	Peripheral nodes
otu2591	220	8608.09999999999	9.81772751635824e-05	0.590258560413798	NA	M2	0.016328418643633	0	Peripheral nodes
otu2592	370	804.784992784992	9.94135779077725e-05	0.940328045496804	NA	M2	1.19929336401631	0	Peripheral nodes
otu2593	389	177.428571428571	9.95483356712516e-05	0.98692285511279	NA	M2	1.34913559043018	0	Peripheral nodes
otu2595	353	1923.4757936508	9.92023000603875e-05	0.894510155867538	NA	M2	1.05733757057159	0.00564967217456203	Peripheral nodes
otu2596	12	0.0625	0.0246226181638208	1.01830402463201e-17	NA	M11	-0.767611520543628	0	Peripheral nodes
otu2597	360	113.137878787879	9.93631838334692e-05	0.926674829923328	NA	M2	1.12042903432479	0	Peripheral nodes
