	otus	S2441YD	S2441YG	S2442YD	S2442YG	S2443YD	S2443YG	S2444YD	S2444YG	S2445YD	S2445YG	S2446YD	S2447YD	S2447YG	S2451YD	S2451YG	S2452YD	S2452YG	S2453YD	S2453YG	S2454YD	S2455YD	S2455YG	S2456YD	S2456YG	S2457YD	S2461YD	S2461YG	S2462YD	S2462YG	S2463YD	S2463YG	S2464YD	S2464YG	S2465YD	S2465YG	S2466YD	S2466YG	S2467YD	S2467YG	taxa	staxa
3028	otu3764	0	3.18719e-05	0.0003814669	0	0	3.50169e-05	9.92726e-05	5.70335e-05	0.000692495	8.87768e-05	3.214e-05	8.8601e-05	4.11816e-05	0	2.30935e-05	0.0003132271	0	4.15346e-05	6.86751e-05	0	0.0003014223	2.22264e-05	0.0025237532	0.0001531409	2.78037e-05	2.65339e-05	4.32849e-05	0.0003485864	0	9.51224e-05	6.30771e-05	0	0	2.87657e-05	8.74003e-05	9.91305e-05	0.0001338695	0	2.61531e-05	CRT	RT
3029	otu3765	5.05122e-05	6.60204e-05	9.60947e-05	0.000488372	6.14203e-05	8.46241e-05	7.44545e-05	0	6.78917e-05	6.65826e-05	6.42801e-05	8.40574e-05	4.80452e-05	8.21269e-05	6.46617e-05	0.0001226806	0.0002578277	7.08532e-05	4.02578e-05	0.001165776	0.0001026118	9.55737e-05	0	0.0001825911	8.06306e-05	0	0	7.87901e-05	7.12396e-05	4.32375e-05	6.30771e-05	4.04757e-05	0	0	0	3.83004e-05	8.26841e-05	0	0	CRT	RT
3030	otu3766	0	4.78078e-05	5.24153e-05	0	0	0	0	9.85124e-05	0	3.45243e-05	0	0	0	3.2353e-05	0	4.69841e-05	2.53224e-05	0	4.02578e-05	0	0	3.1117e-05	0	0.0001236907	4.72662e-05	0	5.34696e-05	0.0002650212	0	4.0355e-05	3.88167e-05	4.76185e-05	4.83378e-05	0	9.18824e-05	0	8.66214e-05	0	0	CRT	RT
3031	otu3767	0	0	9.90067e-05	0	0	0	0	0	0.0001086267	0	3.50619e-05	0	0	0	0	9.39681e-05	0	0	0	0	0	0	0.0001425849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
3032	otu3769	0	3.18719e-05	9.60947e-05	6.87848e-05	0	0	4.03295e-05	0.0001399913	0.0001663346	6.90486e-05	0	4.77083e-05	0	2.73756e-05	0	0.0001905465	4.60407e-05	0	2.84173e-05	0	5.13059e-05	4.00076e-05	0.0004990472	0.0001001306	0	0	3.56464e-05	4.77516e-05	0	5.47675e-05	4.85209e-05	4.76185e-05	0	0	0	0	0	0	0	CRT	RT
3033	otu3770	0	7.96797e-05	0.0001193904	7.56633e-05	3.63972e-05	6.12795e-05	0	0	0	0	0	0	0.0001235447	6.22173e-05	0	7.56966e-05	5.75508e-05	4.39778e-05	6.86751e-05	0	0.0001410913	2.66717e-05	0	0.000164921	0	0	8.40237e-05	8.11777e-05	4.74931e-05	7.20624e-05	7.76334e-05	0	0	4.31486e-05	3.36155e-05	0	9.05588e-05	0	3.48708e-05	CRT	RT
3034	otu3771	0	0	0.0001834535	0	0	0	0	0	0.000285145	3.94564e-05	0	0	0	0	0	8.35272e-05	0	0	0	0.0076325333	0.0003687613	0	0.0013688153	0	0	0	0	0	0	4.0355e-05	0	0	0	0	0	0	0	0	0	CRT	RT
3035	otu3772	3.21442e-05	5.69141e-05	5.24153e-05	0	6.14203e-05	0.0001108867	0	0	0.0001120213	6.65826e-05	0	7.04265e-05	6.17724e-05	0	4.15682e-05	0.0001461727	3.91346e-05	2.44321e-05	2.36811e-05	0	0	0	0	0	5.2827e-05	0	2.80079e-05	3.34261e-05	0	7.78274e-05	6.06511e-05	0	0	0	0	2.70356e-05	0	0	0.0001046125	CRT	RT
3036	otu3773	0	0	3.78555e-05	6.87848e-05	0	3.50169e-05	0	0	0	0	0	0	0	0	2.54028e-05	0	4.14366e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
3037	otu3774	0	0	0	2.98067e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.90914e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
3038	otu3775	0	0	0.0002300449	0	0	0	0	0	0.0009538779	0.0001775536	0	0	0	0	6.0043e-05	0.0004489589	3.91346e-05	5.13075e-05	9.70924e-05	0	0.0001442979	0	0.0043060648	0.0003062818	0	0	6.87467e-05	5.25267e-05	0	0	0	0	0	0	0	2.70356e-05	0	0	5.23063e-05	CRT	RT
3039	otu3776	0	0	0	0	2.95727e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
3040	otu3778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.95943e-05	3.22285e-05	0	0	0	0	0	0	0	0	0	0	0	0	3.74725e-05	3.63907e-05	0	0	0	0	0	0	0	0	ART	RT
3041	otu3779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005276548	0	0	2.66865e-05	0	0	0	0	0	9.05588e-05	0	0	CRT	RT
3042	otu3780	0	0	0.0003348755	0	0	0	4.34318e-05	0	0.0005770792	5.42525e-05	0	0	0	0	0	0.0002296999	2.30203e-05	0	4.4994e-05	0.003783273	0.0002565296	0	0.0010836455	0.0001825911	0	0	2.54617e-05	3.34261e-05	0	6.62975e-05	3.88167e-05	0	0	0	0	0	0	0	0	CRT	RT
3043	otu3781	0	2.50422e-05	0.0005037693	0	0	0	0	5.70335e-05	0.0009708508	0.000115903	3.214e-05	0	0	0	3.69495e-05	0.0003027862	0	0	0.0001136691	0	0.000320662	0	0.0018393456	0.0002356014	0	0	2.80079e-05	3.34261e-05	0	0.0001325949	3.39646e-05	0	0	0	0	0	0	0	0	CRT	RT
3044	otu3782	0	0.0001229345	0.0013132945	0.0001215198	0	0.0001283951	0	0.0003318313	0.0010760829	0	0.0002337458	0	0	0.0001095025	0	0.0007047611	0.0001174037	9.77285e-05	0.0001870805	0.016100906	0.0014301524	0	0.0017252776	0.0007421444	0	0	0.0001986015	0	0	0.0002075399	0.0001771012	0	0	0	0	0	0	0	0	CRAT	AT
3045	otu3783	5.05122e-05	5.00844e-05	0.0009522113	0.0002361611	5.00461e-05	4.0853e-05	9.30681e-05	0	0.0017685779	0.0005326607	0.0001490129	7.04265e-05	0	0.0001144799	0.0002216972	0.0008926974	0.0002025789	4.88642e-05	0.000177608	0.0003739281	0.0008208947	0.0001600303	0.0113640188	0.0005536633	0	6.75409e-05	6.62005e-05	0.0004440896	0.0003130227	0.0002565423	9.70418e-05	7.14278e-05	0	0.0001462257	0.0002465137	0.0001306721	0.0001850549	0	0.0001525599	CRAT	AT
3046	otu3785	0	2.50422e-05	0.0002679004	3.20996e-05	0.0001205657	5.25253e-05	0	5.70335e-05	6.44971e-05	0	0	0	0.0001201129	0	0	5.7425e-05	3.91346e-05	0	3.07854e-05	0.0047730828	0.0001763641	0	0.0001853604	0.000170811	0	0	0.0001043931	8.35652e-05	0	7.20624e-05	7.03553e-05	0	8.12954e-05	0	0	0	0.0002047416	0	0	CRT	RT
3047	otu3786	0	0	0	0	0	0	0	0	8.82592e-05	2.71262e-05	0	0	0	3.48417e-05	0	0	0	0	3.78897e-05	0	0	0	0	7.65705e-05	0	0	0	0	0	0	0	0	0	0.0001486229	0	0	0	4.48374e-05	0	CRT	RT
3048	otu3787	0	2.50422e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
3049	otu3788	0	0	4.65914e-05	0	0	0	9.61703e-05	0	8.48646e-05	0	0	0	0	0	0	0	0	0	0	0.0023975393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5768e-05	CRT	RT
3050	otu3789	0	0	0.0001601579	0	0	4.66891e-05	0	9.85124e-05	0.0006551546	9.61749e-05	6.42801e-05	0	0	0	0	0.0002531919	0	0	0	0.0009238225	0.0002212568	0	0.0010979039	0.0001472509	0	0	0	9.55031e-05	0	0	0	0	0	0	0	0	0.0001023708	0	8.93565e-05	CRT	RT
3051	otu3791	0	0	7.5711e-05	0	0	0	0	0	8.147e-05	4.93204e-05	0	0	0	0	0	0.0001461727	0	0	3.55216e-05	0	5.13059e-05	0	0	7.06804e-05	0	0	0	0	0	0	4.12427e-05	0	0	0	0	0	0	0	4.35885e-05	CRT	RT
3052	otu3792	7.57684e-05	5.69141e-05	0.0002620765	4.12709e-05	0	0.000122559	4.34318e-05	0.0001348065	0.0003055125	0.0001331652	3.79837e-05	0.0001045038	0.0001166811	7.46608e-05	0	0.0001435624	8.05711e-05	6.10803e-05	7.10432e-05	0	0.0002918024	6.66793e-05	0.0002423944	0.0002238213	0.0001000932	4.34191e-05	6.62005e-05	0.000152805	0	6.3415e-05	7.03553e-05	0	0	0.0001462257	0.0001523903	4.05534e-05	0.0001929295	0	0.0009872806	CRT	RT
3053	otu3793	0	2.95953e-05	0.0002708124	0	0	0	0	0	0.0004650579	7.15146e-05	2.92182e-05	0	0	0	2.54028e-05	0.0002453613	0	0	2.36811e-05	0	0.0003495216	0	0.0011121624	0.0001943712	0	0	2.80079e-05	0	0	2.8825e-05	0	3.80948e-05	0	0	0	0	0	0	0	CRT	RT
3054	otu3794	0	0	0.0001310382	0	0	0	0	0	4.41296e-05	0	0	0	0	0	0	0	0	0	0	0	0.000202017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
3055	otu3795	0	2.50422e-05	0.0001834535	0	0	0	0	0	0	0	0	2.72619e-05	4.11816e-05	0	0	0	0	0	0	0	0.0006252909	0	0	7.06804e-05	0	0	5.34696e-05	3.34261e-05	0	3.459e-05	3.63907e-05	0	0	0	0	0	0	0	0	CRT	RT
3056	otu3796	0	0	0	0	0	7.00337e-05	0	0	0	0	0.0001022638	0	0	0	0	0	0	0	0	0	0	0	0	0.0002414914	0	0	4.32849e-05	0	0	0	0	0	0	0	0	0	5.90601e-05	4.85738e-05	0	CRT	RT
3057	otu3798	0	4.55313e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
3058	otu3801	0	0	0	0	0	0	0	6.22184e-05	0	0	0	0	3.77498e-05	0	0	0	0	0	0	0	0	0	0.0005845982	0.0001060206	0	0	4.07388e-05	0	0	0	4.85209e-05	0	0	0	0	0	8.26841e-05	0	0	CRT	RT
3059	otu3802	0	0	0.0002679004	0	0	0	0	6.74032e-05	0.0004412958	5.42525e-05	0	0	0	0	0	5.48148e-05	0	0	4.02578e-05	0	0.0004521334	0	0.0005988567	8.24605e-05	0	0	3.05541e-05	0	0	4.0355e-05	0	0	0	0	0	0	0	0	0	CRT	RT
3060	otu3804	0	0	0	0	2.27482e-05	0	0	0	0.0001595454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
3061	otu3805	0	0	0.0001543339	0	0	0	0	0	3.39458e-05	0	0	0	0	0	0	0	0	0	0	0	0.0001410913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
3062	otu3806	0	2.95953e-05	0.0001543339	7.10776e-05	0	0	7.75567e-05	0.0002177643	4.0735e-05	8.13787e-05	3.79837e-05	0	4.11816e-05	0	0	0.0001879363	0.0001266118	2.68753e-05	3.55216e-05	0.0015836957	8.65787e-05	4.44529e-05	0.0001711019	0.000164921	0	0	2.54617e-05	7.40149e-05	6.90809e-05	4.0355e-05	3.88167e-05	0	2.19717e-05	2.39714e-05	2.24103e-05	0	4.33107e-05	0	0	CRT	RT
3063	otu3807	0	4.78078e-05	0.0005853042	6.41991e-05	5.91454e-05	0.0001575758	0	0.0001814703	0.0008724079	0.0001578254	7.01237e-05	0	6.52042e-05	5.97286e-05	3.92589e-05	0.0004045851	8.74772e-05	8.55124e-05	0.0001184054	0	0.0008593741	0	0.0061311519	0.0003180619	5.00466e-05	0	0.0001527704	8.83404e-05	0	0.0001844799	0.0001504147	3.57139e-05	3.07604e-05	3.11629e-05	4.03386e-05	3.83004e-05	0.0001693055	0	4.5768e-05	CRT	RT
3064	otu3808	0	0	7.2799e-05	0	0	0	0	0	0.0001425725	6.16505e-05	0	0	0	0	4.61869e-05	0.0001540033	0	0	2.60492e-05	0	0	0	0	0.000170811	0	0	0	0	0	4.32375e-05	0	0	0	0	0	0	0	0	0	CRT	RT
3065	otu3809	0	5.00844e-05	0	2.98067e-05	0	0	0	0	5.77079e-05	0	0	0	4.11816e-05	0	0	3.65432e-05	2.99264e-05	2.93185e-05	0	0	0.000253323	0	0	0.0001413608	0	0	4.32849e-05	2.62634e-05	0	4.612e-05	3.88167e-05	0	0	0	0	0	0	0	0	CRT	RT
3066	otu3811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002005073	CRT	RT
3067	otu3812	0	0	0.0004833855	0	0	0	0	0	0.00097764	0.000113437	4.9671e-05	0	0	0	2.77122e-05	0.0002819044	0	0	7.10432e-05	0	0.0004328937	0	0.0014686248	0.0001531409	0	0	0	4.29764e-05	0	6.62975e-05	0	0	0	0	0	0	0	0	0	CRT	RT
3068	otu3813	0	0	0	2.52211e-05	0	0	0	0.0001348065	0	0	0	0	4.80452e-05	5.22626e-05	0	0	0	0	0	0	0	0	0.0001853604	0.0001472509	0	0	6.11082e-05	4.5364e-05	0	4.612e-05	4.36688e-05	0	0	0	4.48207e-05	0	0.0001378068	0	0.0001067919	CRT	RT
3069	otu3814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.70503e-05	ART	RT
3070	otu3815	0	0	0.0003698191	0	0	0	0	0	0.0005804738	0.000115903	6.42801e-05	0	0	0	0	0.0003758726	0	0	3.55216e-05	0	0.0002116369	0	0	0.0001943712	0	0	0	0	0	6.62975e-05	0	0	0	0	0	0	0	0	0	CRT	RT
3071	otu3816	0	0	0.0001193904	0	0	0	0	0	0.0003496421	0	0	0	0	0	0	0	0	0	0	0.0189823524	0.0005322989	0	0.002024706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRAT	AT
3072	otu3817	0	0	0	0	0	0	0	6.74032e-05	0	0	0	0	3.77498e-05	0	0	0	0	0	0	0	0	0	0	0.0001001306	0	0	0	0	0	0	0	0	0	0	0	0	9.05588e-05	0	0	CRT	RT
3073	otu3818	0	0	0.0021024359	0	0	0	0	0	0.0030245738	0.0003896315	0.0003389314	0	0	0	0.0001154673	0.0010075473	0	0	0.0002060253	0	0.0010998706	0	0.0171244498	0.0005595533	0	0	9.93007e-05	6.92398e-05	0	0.0002392473	0	0	0	0	0	8.56127e-05	0	0	3.70503e-05	CRAT	AT
3074	otu3821	0	0	0	3.66852e-05	0	7.58698e-05	0	0	0	2.95923e-05	0	0	7.89314e-05	8.46156e-05	0	0	0	0	5.92027e-05	0	5.45125e-05	0	0	7.06804e-05	7.78503e-05	0	0	5.73019e-05	0	0	0	0	0	0	0	0	0	0	0	ART	RT
3075	otu3822	0	0	4.07675e-05	0	0	0	0	0	8.147e-05	2.95923e-05	0	0	0	0	0	0.0002088181	0	0	3.55216e-05	0	0	0	0.0003992378	0	0	0	0	0	0	3.17075e-05	0	0	0	0	0	0	0	0	0	CRT	RT
3076	otu3823	0	7.74032e-05	0	6.19063e-05	0	5.54434e-05	0	0	0	0	0	5.67955e-05	6.52042e-05	0	0	0	0	5.61939e-05	0	0	3.84794e-05	0	0	0.0001001306	0	0	7.3839e-05	5.25267e-05	0	8.35924e-05	0.0001237282	0	3.73519e-05	0	0	0	0	0	0	CRT	RT
3077	otu3825	0	0	0.0019131584	0	2.95727e-05	0	0	0	0.0014868275	0.000108505	8.47328e-05	0	0	2.98643e-05	5.3115e-05	0.0003863135	0	0	7.10432e-05	0	0.0015487974	0	0.0064733557	0.0001884811	0	0	0	5.01391e-05	0	0.0001325949	0	0	0	0	0	4.28064e-05	5.11854e-05	0	0	CRT	RT
3078	otu3826	0	0	0	0	0	0	0	0	0.0002104642	0	0	0	0	0	0	0	0	0	0	0	6.09258e-05	0	0	0.000176701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
3079	otu3827	0	2.73188e-05	0.0012492313	9.62987e-05	0	0	4.34318e-05	7.25881e-05	0.0014970113	0.0001479613	3.79837e-05	0	4.46134e-05	3.2353e-05	3.92589e-05	0.0005220452	2.53224e-05	0	6.6307e-05	0.0101620473	0.0014558054	0	0.0060028255	0.000335732	0	0	6.62005e-05	7.64025e-05	0	0.0001152999	7.52074e-05	0	2.19717e-05	0	0	3.15415e-05	8.26841e-05	0	3.70503e-05	CRAT	AT
3080	otu3828	0	0	0.0009114438	2.29283e-05	0	0	0	0	0.0003903771	2.46602e-05	4.9671e-05	0	0	0	0	6.78659e-05	0	0	2.60492e-05	0.0015397041	0.0008337211	0	0.0002138774	0	0	0	0	0	0	0	2.66865e-05	0	0	0	0	0	0	0	2.17943e-05	CRT	RT
3081	otu3829	2.75521e-05	5.00844e-05	0.0078069677	8.25417e-05	0.0001000923	0	5.89431e-05	9.33276e-05	0.0014359088	8.13787e-05	0.0001782312	0	8.92267e-05	6.71947e-05	0	7.30863e-05	5.52488e-05	3.66482e-05	0	0.0020895985	0.0143143508	4.00076e-05	0.0002851699	0.0004064124	5.56073e-05	0	0.0001273087	0.0001265417	6.69221e-05	0.0001931274	0.0001310064	8.09515e-05	0	0.0001078714	4.93027e-05	2.25297e-05	9.84334e-05	0	0.0001307656	CRAT	AT
3082	otu3830	4.59202e-05	9.56157e-05	0.0016598178	4.81493e-05	7.7344e-05	7.00337e-05	0.0001302953	0.000114067	0.0016090325	0.0001874177	4.9671e-05	7.26983e-05	0.0001269765	4.72852e-05	3.69495e-05	0.0004124157	4.83427e-05	0.0001319335	0.0001515589	0.0005498943	0.0025396429	0.0001155775	0.0077138446	0.0002886117	4.17055e-05	3.61826e-05	6.87467e-05	9.0728e-05	0	0.0002017749	8.49115e-05	0	0.0001164501	0.0001078714	0.0001568723	5.63242e-05	9.05588e-05	0	4.35885e-05	CRT	RT
3083	otu3831	0	0	4.65914e-05	0	0	0	0	0	6.78917e-05	0	0	0	0	0	2.77122e-05	8.0917e-05	0	0	0	0	5.45125e-05	0	0	7.06804e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
3084	otu3833	0.0001056165	6.60204e-05	0.0008473807	5.04422e-05	2.72979e-05	0	0	7.7773e-05	0.0015920596	0.0001528934	8.1811e-05	0	0.0002333623	0	6.92804e-05	0.0003993646	0	3.4205e-05	0.0001041967	0.0007038647	0.000615671	0	0.0053326763	0.0002473815	0	0.000359414	0.0002749867	9.0728e-05	0	0.0001527724	8.73376e-05	0	0	0	0	0	0.0001929295	0	0	CRT	RT
3085	otu3834	0	0	0	0	2.27482e-05	0	0	0	0	0	0	0.0002499004	0	9.7059e-05	0	0	0	0	0	0.0006598732	0.0004393069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
3086	otu3835	0	0	0.0001659818	0	0	0	0	0	0.0001968858	6.16505e-05	0	0	0	0	0	0.0002740738	0	0	4.02578e-05	0	0.0001859839	0	0.0012547474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
3087	otu3836	0	0.0001274876	0.0006435434	0	0	6.41976e-05	0	0	0.0004005608	6.16505e-05	0	0	0.0001818853	0	4.61869e-05	0.0002636328	8.28732e-05	3.17618e-05	7.34113e-05	0.0021555858	0.0018822858	0	0.0005560812	0.0002002612	6.67288e-05	0	0.0001247625	5.25267e-05	0	5.47675e-05	3.88167e-05	0	0	0	0	0	0	0	0	CRT	RT
3088	otu3837	0	0	0.0002824602	0	0	0	0	0	0.0001018375	0	0	0	0	0	0	0.0001357318	0	0	0	0	0.0001635376	0	0.0003564623	0	0	0	0	3.10385e-05	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
3089	otu3838	0	3.6425e-05	0.0012201117	2.98067e-05	4.32217e-05	4.96072e-05	4.96363e-05	0	0.0001391779	0.0001676895	0	0	3.77498e-05	2.98643e-05	5.08056e-05	0.000334109	3.68325e-05	4.88642e-05	8.99881e-05	0.0018256492	0.002648668	0	0.0001425849	0.0002709416	3.33644e-05	0	6.11082e-05	5.96895e-05	0	0.0003862547	7.27813e-05	0	3.29576e-05	0	0	0	6.29974e-05	0	4.35885e-05	CRT	RT
3090	otu3840	0	3.18719e-05	0.0009085319	2.75139e-05	0.0001273902	0.0002013469	0	0	0.0004345067	0	0	0.0001590275	0.0001098175	0	0	0	0	3.66482e-05	0	0	0.0009074734	0	0	0	3.61448e-05	0	3.81926e-05	4.5364e-05	0	5.47675e-05	0	0	0	0	0	0	0	0	0	CRT	RT
3091	otu3841	0	0	0.0001426861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017816576	0.0003334885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
3092	otu3842	0	0	0.0001077426	0.000330167	9.78174e-05	8.46241e-05	3.10227e-05	0.0001036973	0	7.15146e-05	0	0	0	0	0	6.78659e-05	7.59671e-05	0	0	0	0.0005387121	0.0001111322	0	0	0	0	0	0	3.66992e-05	0	0	0	0	0	0	0	0	0	0	CRT	RT
3093	otu3844	0	6.60204e-05	0	0	0	0	0	0	0.0002478046	0	0	0	0	0	0	0	0	0	0	0	0.0005419187	0	0.0003422038	9.42406e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
3094	otu3845	4.82162e-05	6.60204e-05	0.0199236379	4.35637e-05	9.32678e-05	2.91807e-05	0	0.0003940497	0.0340680389	0.0001257671	4.38273e-05	0	0.0001029539	6.4706e-05	0	0.0002662431	6.9061e-05	4.6421e-05	3.78897e-05	0.0288364588	0.2648154893	4.00076e-05	0.0046054932	0.0021793129	0	0	0.0002469788	0.001279742	3.02229e-05	0.0002017749	0.0003250899	4.99995e-05	5.27321e-05	9.10914e-05	4.93027e-05	0	0.0002401776	0	9.80742e-05	CRAT	AT
3095	otu3846	4.59202e-05	8.65094e-05	0.0238198419	0.0001077628	0.0002343069	9.92144e-05	6.51476e-05	0.0002177643	0.0125192235	0.000226874	9.9342e-05	0.000165843	0.0001990443	0.0001244347	5.54243e-05	0.0002009874	0.0001197057	7.81828e-05	5.20984e-05	0.0589266766	0.1790255833	2.22264e-05	0.0018393456	0.0017611204	0.0001306772	3.85948e-05	0.0002138785	0.0005467555	0	0.0002277173	0.0003202378	4.99995e-05	5.27321e-05	0.0001318429	5.15438e-05	7.88538e-05	0.0001889922	0	0.0002593518	CRAT	AT
3096	otu3847	2.29601e-05	4.78078e-05	0.0024111038	0.0001008844	2.72979e-05	4.37711e-05	3.10227e-05	6.22184e-05	0.0008214892	7.15146e-05	0	0	5.49088e-05	4.47965e-05	5.3115e-05	0.0002218692	0.0001127996	3.66482e-05	4.4994e-05	0.0025295139	0.0032194463	2.22264e-05	0.0019248965	0.0001943712	0	0	7.3839e-05	6.2077e-05	2.37465e-05	9.80049e-05	5.82251e-05	0	0	3.11629e-05	0	0	6.29974e-05	0	2.39737e-05	CRT	RT
3097	otu3848	0	0	0.0001135665	0	0	8.75421e-05	0	0	9.84429e-05	0	0	0	0	0	0	5.7425e-05	0	0	0	0.0008578352	0.0005996379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
3098	otu3849	0	4.09782e-05	0.0069450272	8.02489e-05	6.14203e-05	3.20988e-05	0	0.0001762854	0.0023490517	0.0001380972	4.67492e-05	7.49701e-05	5.49088e-05	8.46156e-05	5.54243e-05	0.0003523805	6.21549e-05	0	6.6307e-05	0.003101404	0.0093312636	0	0.0042775478	0.0002945017	0	0	0.0001273087	0.0001432547	0	0.0001643024	0.0001504147	3.57139e-05	4.39434e-05	9.10914e-05	3.58565e-05	3.37945e-05	0.0001653682	0	0.0001242274	CRT	RT
3099	otu3850	0	3.41485e-05	0.0061122064	0	6.59699e-05	5.25253e-05	0	9.85124e-05	0.001507195	0.0001060389	3.50619e-05	0	0	0	2.30935e-05	0.0004228566	0	0	6.6307e-05	0.0180805256	0.0065767772	0	0.0067585256	0.0003121719	0	0	3.31002e-05	4.77516e-05	0	8.93574e-05	4.60948e-05	0	0	4.31486e-05	0	0	7.87468e-05	0	3.70503e-05	CRAT	AT
3100	otu3851	0	4.09782e-05	3.49435e-05	6.41991e-05	2.50231e-05	0	0	0.0001814703	0	0	4.67492e-05	0	0.0001201129	8.21269e-05	0	2.61023e-05	7.59671e-05	4.6421e-05	2.36811e-05	0.000483907	0	2.22264e-05	0.0012690059	0.0001943712	3.61448e-05	3.37704e-05	0.0001018469	6.92398e-05	0	9.51224e-05	8.24855e-05	0	2.63661e-05	0	2.68924e-05	0	0.0002953003	0	4.5768e-05	CRT	RT
3101	otu3852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.48927e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
3102	otu3853	5.28083e-05	4.78078e-05	0	0	0	0	0	0.0001088822	0	0	0	0	0	3.48417e-05	0	0	0	0	0	0	0	0	0	0	6.39484e-05	0	0	0.0001671305	0	0	0	0	0	0	0	0	0.0001063081	0	3.70503e-05	CRT	RT
3103	otu3854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008332649	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
3104	otu3855	0	6.60204e-05	0	0	0	0.0003326601	0	0	0	0	5.55146e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001432547	0	0	0	0	0	0	0	0	0.0001614308	0	5.23063e-05	CRT	RT
3105	otu3856	0	0	0	5.2735e-05	0	0	0	0	7.80754e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54617e-05	0	0	0	0	0	0	0	0	0	0	0	0	ART	RT
3106	otu3857	0	0	0	0	0	6.41976e-05	0	6.74032e-05	0	0	8.47328e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.40149e-05	0	0	0	0	0	0	0	0	0	0	8.93565e-05	ART	RT
3107	otu3858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0036073068	6.41324e-05	0	0	0	0	0	0	6.44646e-05	0	0	0	0	0	0	0	0	0	0	0	CRT	RT
3108	otu3859	0	0	0	0	0	0	0	6.22184e-05	0	3.94564e-05	0	0	0	0	0	2.87125e-05	2.76244e-05	0	0	0	0	0	0	0	0	0	3.81926e-05	0.0002793467	0	0	0	0	0	0	0	0	4.33107e-05	0	0	CRT	RT
3109	otu3860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5364e-05	0	0	0	0	0	0	0	0	0	0	0	ART	RT
3110	otu3861	0.0003076655	0.0001502532	0.0001543339	0.000144448	0.000596004	0.0003443324	0.0001675225	0.0002644281	0.0001289942	0.0001504273	0	0.0004111997	0.0003088618	0.0001791859	0.0004387758	0.0003367192	0.0002371094	0.0001759113	0.0001823443	0	0.0002372899	0	0	0.0003534021	0.0003836906	0.0004366036	0.0002189709	0.0003199355	0.0005181065	0.0001614199	0.0001892314	0	0	0.0002517	0	0.0001081424	0.0001889922	0	0.0001656365	CRT	RT
